rms,peak,peak_to_peak,crest_factor,kurtosis,skewness,std,shape_factor,impulse_factor,dominant_frequency,n_peaks,band_power_0,band_power_1,band_power_2,band_power_3,condition,severity,health_status,rul
0.08105522881888035,0.17059111054124532,0.3367468621950189,2.1046280792376124,-0.9951397247223461,-0.008201503267237075,0.08105520621326846,1.1853443878629624,2.49470908226311,35.15625,2,0.0005565403130585691,2.768178060083386e-06,2.782085592237732e-06,1.3935163747255707e-06,healthy,none,healthy,1000
0.08090538711500236,0.17177327386271427,0.3406556831774029,2.1231376548331498,-0.9850692914754924,-0.0008647933886087383,0.08090537730203719,1.1867663890844076,2.519668408155475,35.15625,2,0.000554033908976482,2.886130232005341e-06,2.8805952019143787e-06,1.4267666648342091e-06,healthy,none,healthy,1000
0.08091193539511722,0.1606551817278927,0.31978848624194983,1.9855560362431737,-0.9946872117449721,0.003757175906820956,0.08091191599125856,1.1848854700809373,2.352656497376035,35.15625,2,0.0005538705783410935,2.7195010847523957e-06,2.97579259305453e-06,1.45473358446798e-06,healthy,none,healthy,1000
0.0809804760669725,0.16758067270029187,0.33300052849375433,2.0693959931984005,-0.9952826044050274,-0.0018728380288593552,0.0809803739846117,1.1853642407414942,2.4529880102711124,35.15625,2,0.0005552795545207383,2.7966175748242952e-06,2.830659950848421e-06,1.3725895033548722e-06,healthy,none,healthy,1000
0.08087345122470983,0.1620434722051546,0.3230614758930405,2.0036670842067927,-0.9901201048383457,0.0016727880802244952,0.08087344740512364,1.1851331322924852,2.3746122475773466,35.15625,2,0.0005543890814416531,2.7013745626720426e-06,2.7991901351512446e-06,1.4202665301499652e-06,healthy,none,healthy,1000
0.08097588408422514,0.16460282429520845,0.3266519076729063,2.032738835231496,-0.9929826421199079,-0.004384398949354851,0.08097586370651981,1.1854320703093826,2.4096738058467553,35.15625,2,0.0005544482279825629,2.803309784398683e-06,2.730822360882043e-06,1.4009731404595475e-06,healthy,none,healthy,1000
0.08107686930808804,0.16404383571139186,0.32583339787354276,2.023312408475388,-0.9884641660656515,-0.0006993979429881643,0.08107682721222804,1.1871055635323617,2.4018854168651953,35.15625,2,0.000556603739992122,2.8139474282452613e-06,2.7311287979241495e-06,1.418386152020786e-06,healthy,none,healthy,1000
0.08114259936195423,0.167058809937109,0.3304677304578538,2.058829902551024,-0.9887591905959923,-0.0013834178373843306,0.08114259585661818,1.18615314784517,2.4420875697886615,35.15625,2,0.0005563938637824594,2.738496349132946e-06,2.8567909026600925e-06,1.3782514643890233e-06,healthy,none,healthy,1000
0.08106203840053426,0.17160932599697112,0.33486116333073457,2.1170122215411755,-0.9870542283566466,-0.007715439984828004,0.08106177337462445,1.1865327132723689,2.5119042552560167,35.15625,2,0.0005560182777851946,2.889673008494845e-06,2.9152644669596493e-06,1.4562307580551686e-06,healthy,none,healthy,1000
0.0808440242961005,0.1638996309847814,0.3271139703399733,2.027356164068234,-0.9882068640392334,-0.0073866727506667305,0.08084386555015324,1.1862461775818143,2.404943500222872,35.15625,2,0.0005529751254944976,2.734873167046251e-06,2.883971509600863e-06,1.376522765664861e-06,healthy,none,healthy,1000
0.08093650028505658,0.16078483031289215,0.3194207222043877,1.9865552593281337,-0.987466798769693,0.0009558493470080643,0.0809364958692733,1.186715436182827,2.357475791074875,35.15625,2,0.0005544602657446958,2.7579411731524393e-06,2.7853888645406055e-06,1.4152802707489087e-06,healthy,none,healthy,1000
0.08098537678721168,0.16463923598063027,0.32859927942907213,2.0329501758474042,-0.9848700334583413,-0.004039300152131639,0.08098536911993535,1.1867469391235832,2.412597398577657,35.15625,2,0.0005553304406018019,2.908047108369171e-06,2.860545570018128e-06,1.4021007185919358e-06,healthy,none,healthy,1000
0.08102891460932388,0.16980776801434966,0.33223976891250334,2.0956441146110345,-0.9967241150104669,-0.002778297627138079,0.08102890273256873,1.1852400319702694,2.4838412973998896,35.15625,2,0.0005561242498876893,2.827892279104324e-06,2.890839861416493e-06,1.457266467432068e-06,healthy,none,healthy,1000
0.08094455064796326,0.16573480138038663,0.3301033601077158,2.047510302468482,-0.9880906493610926,0.003990311718013565,0.08094454457438431,1.1858385313879394,2.4280166100809004,35.15625,2,0.0005551841535252867,2.8546095456812885e-06,2.8321004008840827e-06,1.3831506993788502e-06,healthy,none,healthy,1000
0.08092846738430091,0.16884497275887853,0.3343657204330267,2.086348329779841,-0.9822613355297385,0.004567355434209235,0.08092798612946674,1.1871064865529974,2.4767176354906613,35.15625,2,0.000554311155996631,2.84255861425838e-06,2.7999200467814313e-06,1.4077603422241033e-06,healthy,none,healthy,1000
0.0809902962665226,0.1645172072153328,0.3290068853777818,2.031319982753738,-0.9906803531369963,-0.002329848590094673,0.08099008379965093,1.1871089027802713,2.411398035922429,35.15625,2,0.0005552592967258235,2.8180835764805822e-06,2.8039456114529355e-06,1.3733921438017972e-06,healthy,none,healthy,1000
0.08113653292579008,0.165669524139528,0.32819325953021916,2.041861023209537,-0.9915310131870205,0.0052257748844261485,0.0811365324486495,1.1850330444536241,2.4196727846851895,35.15625,2,0.000556958730641289,3.011461283535071e-06,2.8444310656691947e-06,1.443181679401175e-06,healthy,none,healthy,1000
0.08091753835523371,0.1649566530139345,0.3288861277626435,2.038577252433992,-0.9865835547091084,9.666018140162125e-05,0.0809174853633024,1.1858366064542047,2.4174195310210616,35.15625,2,0.0005537374608666005,2.9808885380439553e-06,2.815521483619013e-06,1.406496360988261e-06,healthy,none,healthy,1000
0.08095382859318825,0.17284184915607212,0.33651720165770593,2.135067014861551,-0.9855380880002933,-0.0002459387224584247,0.08095382593480675,1.186792008545453,2.5338804709466847,35.15625,2,0.0005540918634263145,2.8092084539705517e-06,2.7715123639002013e-06,1.4461012138591054e-06,healthy,none,healthy,1000
0.08087949964031615,0.1668734110057603,0.33351997474718614,2.063234957534018,-0.9927487583217047,-0.002141978532523802,0.08087949913712258,1.1866499405344064,2.4483376396662506,35.15625,2,0.0005540373183674558,2.8600417185046653e-06,2.7876764296570133e-06,1.446810558305199e-06,healthy,none,healthy,1000
0.0809226921667258,0.16787356145414525,0.3351334235782456,2.0744930372345216,-0.9884575464170777,-0.0019446170048372782,0.08092262720308392,1.185489482636379,2.4592896774439237,35.15625,2,0.0005544816140427782,2.802158005829126e-06,2.789321052372886e-06,1.3598975061560317e-06,healthy,none,healthy,1000
0.0810414779263789,0.16751899807934179,0.33365520426109707,2.0670772839498595,-0.9966582738910037,0.0024066736678449844,0.08104138588716002,1.185023053228065,2.4495342342846382,35.15625,2,0.0005562762940036289,2.8657634166904733e-06,2.9346938648935315e-06,1.387758103840702e-06,healthy,none,healthy,1000
0.08104882933420625,0.1657533900695519,0.32909361985636854,2.045105295550475,-0.9881404176053108,-0.0029106344407491837,0.08104871364290757,1.187002212020669,2.4275445096335977,35.15625,2,0.0005561524442676096,2.720218662350088e-06,2.8841174359916997e-06,1.3534513643319645e-06,healthy,none,healthy,1000
0.08096952105151242,0.16949779499939718,0.3322993597881565,2.093353064192679,-0.9901377106702789,-0.002121208531291682,0.08096950723786901,1.1858531276477486,2.482409278443887,35.15625,2,0.0005547933495216567,2.790615821094682e-06,2.8151096199139352e-06,1.3620875642874527e-06,healthy,none,healthy,1000
0.08091750328817403,0.16728908856396335,0.3307564746440016,2.0674029939874874,-0.9873123491885671,-0.00410549424210742,0.08091747408213434,1.1850767857517042,2.4500312949681415,35.15625,2,0.0005534244386950553,2.9920354976880116e-06,2.873260833688171e-06,1.4082183616270817e-06,healthy,none,healthy,1000
0.0808794241225362,0.16194227160053,0.32334491272125043,2.002267861788676,-0.9877988109691835,-0.006256634075161927,0.08087941406279514,1.1860661520265843,2.3748221381581915,35.15625,2,0.0005538035273941259,2.8736665244510283e-06,2.923534180476595e-06,1.416956296631001e-06,healthy,none,healthy,1000
0.08092272291639133,0.1647912842694326,0.3262650986350199,2.0364031057097964,-0.9965529693385613,-0.004399452803991855,0.08092245805286004,1.1848073954504867,2.412745459763306,35.15625,2,0.0005537103417997017,2.9411712891887188e-06,2.821727969871538e-06,1.3359963081022533e-06,healthy,none,healthy,1000
0.08089226228514365,0.16631254959552463,0.3315429873578951,2.0559759969288054,-0.9876372542466534,-0.0025419658386525,0.08089222088002125,1.1855119994368268,2.437384214913192,35.15625,2,0.000553037736403887,2.9460154745264274e-06,2.8479072538145757e-06,1.4008730780264494e-06,healthy,none,healthy,1000
0.08107618338241183,0.17404234767807894,0.34140215908122173,2.1466519564342814,-0.9912933646315376,0.00471664193396282,0.08107600441197252,1.1855462110466837,2.544955093386613,35.15625,2,0.000556325975867452,2.863461199053747e-06,2.811206903479134e-06,1.4322364303953054e-06,healthy,none,healthy,1000
0.08115193658004448,0.16244701090868713,0.32116165837842725,2.0017638241874485,-0.993247098849249,-0.004899210990880205,0.08115193512510319,1.1853486478591981,2.3727880423340495,35.15625,2,0.0005574794883738644,2.795503672718047e-06,2.7236824290546937e-06,1.4425752757525322e-06,healthy,none,healthy,1000
0.08095757839639531,0.17074993039976938,0.3335716746135381,2.109128432223118,-0.9919005930110982,-0.0019749602683366767,0.08095753054533651,1.1862172265753643,2.501884479362953,35.15625,2,0.0005541920061920505,2.821820797684759e-06,2.756979370661483e-06,1.4951908955495304e-06,healthy,none,healthy,1000
0.08096690220237196,0.1649936634655688,0.3288888504680035,2.037791479945434,-0.9897539194707963,-0.003587569835664618,0.08096666640621782,1.1861662321740905,2.4171594417233395,35.15625,2,0.0005546109972377961,2.8886405569834124e-06,2.794526455053207e-06,1.42479646941261e-06,healthy,none,healthy,1000
